account_no,customer_name,branch_id,branch_name,brand,model_code,vehicle_category,gross_principal_amount,down_payment,principal_loan_amount,term_years,term_months,factor_rate,total_payable,monthly_amortization,current_term,remaining_terms,term_progress_ratio,monthly_income,dti_ratio,employment_type,residential_ownership,length_of_stay_years,marital_status,dependents_count,payment_method_preference,behavioral_archetype,ci_negative_flags,has_phone_bounce,rebate_streak,late_penalty_streak,overdue_count,partial_payment_ratio,on_time_reliability,current_status,total_paid_gross,total_penalties_paid,total_paid_net,principal_paid,remaining_principal,total_arrears,early_settlement_amount,early_savings,buyout_propensity,will_default_90d,early_settlement_target
ACC-2030025,"Fernandez, Danilo",2,KAPATAGAN,HONDA,WAVE RSX,Underbone,66400.0,11500.0,54900.0,2,24,1.48,81252.0,3385.5,2,22,0.083,31500.0,0.107,Agriculture / Rice / Coconut Farmer,Owned (Clean Land Title),18.9,Married,2,Cash at Counter,SEASONAL_HARVEST,1,0,1,0,1,1.0,0.825,delinquent,6771.0,0.0,6771.0,4575.0,50325.0,3585.5,63409.5,11071.5,LOW,0,0
ACC-2030026,"Tolentino, Marilou",3,TUBOD,HONDA,ADV160,Adventure Scooter,168400.0,46600.0,121800.0,3,36,1.72,209496.0,5819.33,1,35,0.028,49200.0,0.118,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),7.7,Head of Household,1,Cash at Counter,PRIME_CONSISTENT,0,0,1,0,0,1.0,0.975,active,5819.33,0.0,5819.33,3383.33,118416.67,0.0,149205.0,54471.67,LOW,0,0
ACC-2030027,"Santos, Rommel",3,TUBOD,HONDA,PCX160,Maxi-Scooter,135000.0,25100.0,109900.0,2,24,1.48,162652.0,6777.17,12,12,0.5,51500.0,0.132,Private Corporate / Bank / Office Staff,Living with Parents / Family Compound,20.0,Head of Household,2,GCash / Maya,PRIME_CONSISTENT,2,0,5,0,0,0.98,0.892,active,79699.52,0.0,79699.52,53851.03,56048.97,0.0,82952.48,0.0,LOW,0,0
ACC-2030028,"Retiza, Rodel",3,TUBOD,KAWASAKI,ROUSER NS125,Sport Backbone,82000.0,19300.0,62700.0,3,36,1.72,107844.0,2995.67,32,4,0.889,49500.0,0.061,Private Corporate / Bank / Office Staff,Rented House / Apartment,14.9,Married,1,GCash / Maya,PRIME_CONSISTENT,0,0,7,0,0,1.0,0.953,active,95861.44,0.0,95861.44,55733.4,6966.6,0.0,11982.55,0.0,LOW,0,0
ACC-2030029,"Tolentino, Maricel",3,TUBOD,KAWASAK,P24KK,Backbone/Tricycle,59000.0,9000.0,50000.0,3,36,1.72,86000.0,2388.89,21,15,0.583,92000.0,0.026,OFW Remittance / Seafarer Family,Rented House / Apartment,7.0,Head of Household,1,GCash / Maya,PRIME_CONSISTENT,1,0,3,0,0,0.98,0.891,active,49163.36,0.0,49163.36,28583.35,21416.65,0.0,31696.64,5140.0,LOW,0,0
ACC-2030030,"Navarro, Ana",3,TUBOD,HONDA,PCX160,Maxi-Scooter,133500.0,19000.0,114500.0,1,12,1.26,144270.0,12022.5,10,2,0.833,74000.0,0.162,BPO / Tech / Remote Specialist,Owned (Clean Land Title),4.4,Married,2,GCash / Maya,PRIME_CONSISTENT,0,0,10,0,0,1.0,0.955,active,120225.0,0.0,120225.0,95416.67,19083.33,0.0,24045.0,0.0,HIGH,0,1
ACC-2030031,"Navarro, Angelica",1,LALA,SUZUKI,SMASH 115,Underbone,62400.0,9200.0,53200.0,2,24,1.48,78736.0,3280.67,15,9,0.625,42700.0,0.077,Government / Public Teacher / Uniformed,Owned (Clean Land Title),2.9,Married,4,Cash at Counter,PRIME_CONSISTENT,0,0,12,0,0,1.0,0.999,active,49210.05,0.0,49210.05,33250.03,19949.97,0.0,29525.96,0.0,LOW,0,0
ACC-2030032,"Garcia, Noel",3,TUBOD,SUZUKI,SMASH 115,Underbone,59400.0,7700.0,51700.0,2,24,1.48,76516.0,3188.17,24,0,1.0,19100.0,0.167,Tricycle / Habal-Habal / Courier Driver,Owned (Clean Land Title),13.4,Single,2,Cash at Counter,PRIME_CONSISTENT,1,0,2,1,0,0.98,0.83,active,74985.76,200.0,74785.76,50530.92,1169.08,0.0,2010.82,0.0,LOW,0,0
ACC-2030033,"Reyes, Reynaldo",2,KAPATAGAN,KAWASAKI,ROUSER NS125,Sport Backbone,79000.0,15100.0,63900.0,1,12,1.26,80514.0,6709.5,3,9,0.25,45600.0,0.147,Private Corporate / Bank / Office Staff,Rented House / Apartment,5.9,Married,4,Cash at Counter,PRIME_CONSISTENT,1,0,5,1,0,0.98,0.87,active,19725.93,200.0,19525.93,15496.77,48403.23,0.0,60988.07,0.0,LOW,0,0
ACC-2030034,"Valdez, Lito",2,KAPATAGAN,YAMAHA,MIO FAZZIO,Retro Scooter,93900.0,25200.0,68700.0,2,24,1.48,101676.0,4236.5,13,11,0.542,35300.0,0.12,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),18.8,Married,2,Cash at Counter,PRIME_CONSISTENT,0,0,13,0,0,1.0,0.982,active,55074.5,0.0,55074.5,37212.5,31487.5,0.0,46601.5,0.0,LOW,0,0
ACC-2030035,"Garcia, Michael",3,TUBOD,YAMAHA,SNIPER 155,Sport Underbone,122400.0,30500.0,91900.0,2,24,1.48,136012.0,5667.17,9,15,0.375,36700.0,0.154,BPO / Tech / Remote Specialist,Owned (Clean Land Title),10.0,Married,0,GCash / Maya,PRIME_CONSISTENT,0,0,9,0,0,1.0,0.972,active,51004.53,0.0,51004.53,34462.52,57437.48,0.0,72371.22,12636.25,LOW,0,0
ACC-2030036,"Macapagal, Arnel",2,KAPATAGAN,YAMAHA,MIO FAZZIO,Retro Scooter,92400.0,21700.0,70700.0,3,36,1.72,121604.0,3377.89,5,31,0.139,52200.0,0.065,BPO / Tech / Remote Specialist,Living with Parents / Family Compound,11.0,Head of Household,3,Cash at Counter,ADVANCE_PREPAYER,0,0,9,0,0,1.8,1.0,active,30401.01,0.0,30401.01,17675.01,53024.99,0.0,66811.49,24391.49,LOW,0,0
ACC-2030037,"Santos, Ana",1,LALA,SUZUKI,BURGMAN STREET 125,Maxi-Scooter,80400.0,8900.0,71500.0,2,24,1.48,105820.0,4409.17,7,17,0.292,75800.0,0.058,BPO / Tech / Remote Specialist,Informal Settler / Mortgaged / Tenant,1.3,Married,0,GCash / Maya,PRIME_CONSISTENT,0,0,3,0,0,0.99,0.847,active,30555.55,0.0,30555.55,20645.64,50854.36,0.0,64076.49,11187.96,LOW,0,0
ACC-2030038,"Macapagal, Joy",3,TUBOD,HONDA,CLICK 160,Maxi-Scooter,132000.0,35000.0,97000.0,3,36,1.72,166840.0,4634.44,15,21,0.417,25500.0,0.182,Agriculture / Rice / Coconut Farmer,Owned (Clean Land Title),5.0,Married,2,GCash / Maya,CHRONIC_OVERDUE,2,0,0,2,2,0.83,0.532,delinquent,57698.78,400.0,57298.78,33313.24,63686.76,9668.88,94256.4,15284.83,LOW,1,0
ACC-2030039,"Reyes, Joy",3,TUBOD,HONDA,CLICK 160,Maxi-Scooter,138000.0,16200.0,121800.0,2,24,1.48,180264.0,7511.0,16,8,0.667,17400.0,0.432,Retail Store / Security / Service Crew,Living with Parents / Family Compound,5.8,Married,2,GCash / Maya,PRIME_CONSISTENT,0,0,4,1,0,0.99,0.833,active,118974.24,200.0,118774.24,80252.86,41547.14,0.0,61489.77,0.0,LOW,0,0
ACC-2030040,"Villanueva, Bernadette",1,LALA,YAMAHA,MIO GEAR 125,Scooter,80900.0,15900.0,65000.0,2,24,1.48,96200.0,4008.33,13,11,0.542,46300.0,0.087,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),13.4,Single,0,Cash at Counter,PRIME_CONSISTENT,0,0,13,0,0,1.0,0.947,active,52108.29,0.0,52108.29,35208.3,29791.7,0.0,44091.72,0.0,LOW,0,0
ACC-2030041,"Espino, Maria",1,LALA,YAMAHA,SNIPER 155,Sport Underbone,122400.0,31100.0,91300.0,2,24,1.48,135124.0,5630.17,18,6,0.75,50100.0,0.112,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),2.8,Married,3,Cash at Counter,PRIME_CONSISTENT,0,0,10,0,0,1.0,0.948,active,101343.06,0.0,101343.06,68475.04,22824.96,0.0,33780.94,0.0,LOW,0,0
ACC-2030042,"Abad, Reynaldo",2,KAPATAGAN,HONDA,WAVE RSX,Underbone,63400.0,10200.0,53200.0,2,24,1.48,78736.0,3280.67,16,8,0.667,36400.0,0.09,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),1.8,Single,2,GCash / Maya,PRIME_CONSISTENT,0,0,12,0,0,1.0,0.947,active,52490.72,0.0,52490.72,35466.7,17733.3,0.0,26245.28,0.0,LOW,0,0
ACC-2030043,"Alcantara, Rommel",1,LALA,YAMAHA,MIO SPORTY,Scooter,73900.0,10200.0,63700.0,3,36,1.72,109564.0,3043.44,8,28,0.222,18700.0,0.163,Skilled Tradesman / Welder / Carpenter,Living with Parents / Family Compound,29.5,Single,0,GCash / Maya,PRIME_CONSISTENT,0,0,1,1,0,0.97,0.83,active,23617.09,200.0,23417.09,13614.59,50085.41,0.0,63107.62,23039.29,LOW,0,0
ACC-2030044,"Fernandez, Dante",2,KAPATAGAN,HONDA,TMX125 ALPHA,Backbone/Utility,59400.0,13300.0,46100.0,1,12,1.26,58086.0,4840.5,9,3,0.75,68700.0,0.07,BPO / Tech / Remote Specialist,Informal Settler / Mortgaged / Tenant,4.6,Married,4,GCash / Maya,PRIME_CONSISTENT,0,0,4,0,0,0.99,0.891,active,43128.86,0.0,43128.86,34229.25,11870.75,0.0,14957.15,0.0,LOW,0,0
ACC-2030045,"Retiza, Marilou",2,KAPATAGAN,HONDA,BEAT PREMIUM,Scooter,75400.0,19800.0,55600.0,3,36,1.72,95632.0,2656.44,7,29,0.194,51000.0,0.052,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),2.2,Single,1,GCash / Maya,PRIME_CONSISTENT,0,0,7,0,0,1.0,0.962,active,18595.08,0.0,18595.08,10811.09,44788.91,0.0,56434.03,20602.9,LOW,0,0
ACC-2030046,"Villanueva, Shirley",1,LALA,YAMAHA,MIO FAZZIO,Retro Scooter,90900.0,10300.0,80600.0,3,36,1.72,138632.0,3850.89,33,3,0.917,49200.0,0.078,Healthcare / Nurse / Medical Staff,Living with Parents / Family Compound,0.7,Head of Household,2,GCash / Maya,PRIME_CONSISTENT,0,0,15,0,0,1.0,0.95,active,127079.37,0.0,127079.37,73883.35,6716.65,0.0,11552.64,0.0,LOW,0,0
ACC-2030047,"Castillo, Jose",2,KAPATAGAN,YAMAHA,MIO SPORTY,Scooter,76900.0,11200.0,65700.0,3,36,1.72,113004.0,3139.0,20,16,0.556,71800.0,0.044,OFW Remittance / Seafarer Family,Rented House / Apartment,4.8,Married,2,GCash / Maya,PRIME_CONSISTENT,0,0,8,0,0,1.0,0.969,active,62780.0,0.0,62780.0,36500.0,29200.0,0.0,43216.0,7008.0,LOW,0,0
ACC-2030048,"Castillo, Kenneth",3,TUBOD,SUZUKI,RAIDER 150 FI,Underbone,121400.0,29400.0,92000.0,1,12,1.26,115920.0,9660.0,7,5,0.583,49100.0,0.197,OFW Remittance / Seafarer Family,Living with Parents / Family Compound,3.5,Married,2,GCash / Maya,ADVANCE_PREPAYER,0,0,11,0,0,1.5714285714285714,1.0,active,106260.0,0.0,106260.0,84333.33,7666.67,0.0,9660.0,0.0,LOW,0,0
ACC-2030049,"Lim, Lito",1,LALA,HONDA,BEAT PREMIUM,Scooter,72400.0,7500.0,64900.0,3,36,1.72,111628.0,3100.78,20,16,0.556,41500.0,0.075,Private Corporate / Bank / Office Staff,Rented House / Apartment,7.6,Married,2,Cash at Counter,PRIME_CONSISTENT,0,0,9,0,0,1.0,0.976,active,62015.6,0.0,62015.6,36055.58,28844.42,0.0,42689.74,6922.66,LOW,0,0
ACC-2030050,"Mendoza, Jerome",3,TUBOD,YAMAHA,AEROX 155,Sport Scooter,126900.0,20900.0,106000.0,2,24,1.48,156880.0,6536.67,24,0,1.0,31100.0,0.21,Skilled Tradesman / Welder / Carpenter,Owned (Clean Land Title),8.2,Head of Household,2,Cash at Counter,PRIME_CONSISTENT,2,0,1,1,0,0.97,0.833,active,152173.68,200.0,151973.68,102684.92,3315.08,0.0,5701.94,0.0,LOW,0,0
ACC-2030051,"Tolentino, Maricel",2,KAPATAGAN,KAWASAKI,P24KK (BARAKO II),Backbone/Tricycle,70000.0,11600.0,58400.0,2,24,1.48,86432.0,3601.33,6,18,0.25,18500.0,0.195,Tricycle / Habal-Habal / Courier Driver,Owned (Clean Land Title),11.3,Single,0,GCash / Maya,PRIME_CONSISTENT,1,0,4,1,0,1.0,0.905,active,21607.98,200.0,21407.98,14464.85,43935.15,0.0,55358.29,9665.73,LOW,0,0
ACC-2030052,"Retiza, Danilo",1,LALA,HONDA,CLICK 160,Maxi-Scooter,133500.0,33900.0,99600.0,1,12,1.26,125496.0,10458.0,5,7,0.417,27600.0,0.379,Skilled Tradesman / Welder / Carpenter,Rented House / Apartment,8.7,Married,1,GCash / Maya,PRIME_CONSISTENT,0,0,5,1,0,0.99,0.89,active,51767.1,200.0,51567.1,40926.27,58673.73,0.0,73928.9,0.0,LOW,0,0
ACC-2030053,"Abad, Lito",2,KAPATAGAN,KAWASAK,CLICK 125I,Scooter,79000.0,13200.0,65800.0,2,24,1.48,97384.0,4057.67,3,21,0.125,56000.0,0.072,Private Corporate / Bank / Office Staff,Informal Settler / Mortgaged / Tenant,32.8,Married,1,Cash at Counter,PRIME_CONSISTENT,1,0,5,1,0,0.97,0.845,active,11807.82,200.0,11607.82,7843.12,57956.88,0.0,73025.67,12750.51,LOW,0,0
ACC-2030054,"Villanueva, Cesar",1,LALA,HONDA,CT100B,Backbone/Tricycle,65000.0,14000.0,51000.0,2,24,1.48,75480.0,3145.0,24,0,1.0,57100.0,0.055,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),9.7,Married,3,GCash / Maya,PRIME_CONSISTENT,0,0,4,0,0,1.0,0.983,active,75480.0,0.0,75480.0,51000.0,0.0,0.0,0.0,0.0,HIGH,0,1
ACC-2030055,"Tan, Jennifer",3,TUBOD,KAWASAKI,P24KK (BARAKO II),Backbone/Tricycle,65500.0,18100.0,47400.0,2,24,1.48,70152.0,2923.0,8,16,0.333,88000.0,0.033,OFW Remittance / Seafarer Family,Rented House / Apartment,6.0,Head of Household,0,Field Agent Collector,PRIME_CONSISTENT,0,0,6,0,0,1.0,0.973,active,23384.0,0.0,23384.0,15800.0,31600.0,0.0,39816.0,6952.0,LOW,0,0
ACC-2030056,"Mendoza, Elena",2,KAPATAGAN,YAMAHA,MIO GEAR 125,Scooter,82400.0,17400.0,65000.0,2,24,1.48,96200.0,4008.33,8,16,0.333,18800.0,0.213,Skilled Tradesman / Welder / Carpenter,Living with Parents / Family Compound,7.9,Married,4,Cash at Counter,PRIME_CONSISTENT,0,0,4,0,0,0.98,0.924,active,31425.31,0.0,31425.31,21233.32,43766.68,0.0,55146.02,9628.67,LOW,0,0
ACC-2030057,"Navarro, Cesar",3,TUBOD,YAMAHA,MIO GEAR 125,Scooter,77900.0,15700.0,62200.0,3,36,1.72,106984.0,2971.78,19,17,0.528,40700.0,0.073,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),6.4,Married,2,Field Agent Collector,PRIME_CONSISTENT,0,0,14,0,0,1.0,0.962,active,56463.82,0.0,56463.82,32827.8,29372.2,0.0,43470.86,7049.32,LOW,0,0
ACC-2030058,"Castillo, Joy",3,TUBOD,YAMAHA,MIO SPORTY,Scooter,73900.0,19500.0,54400.0,2,24,1.48,80512.0,3354.67,23,1,0.958,29700.0,0.113,Private Corporate / Bank / Office Staff,Rented House / Apartment,7.1,Single,2,Bank Transfer,PRIME_CONSISTENT,0,0,15,0,0,1.0,0.955,active,77157.41,0.0,77157.41,52133.39,2266.61,0.0,3354.58,0.0,HIGH,0,1
ACC-2030059,"Santos, Jose",3,TUBOD,KAWASAKI,ROUSER NS125,Sport Backbone,82000.0,12300.0,69700.0,3,36,1.72,119884.0,3330.11,26,10,0.722,25800.0,0.129,Tricycle / Habal-Habal / Courier Driver,Living with Parents / Family Compound,9.7,Married,2,Bank Transfer,PRIME_CONSISTENT,0,0,2,1,0,0.95,0.863,active,82253.72,200.0,82053.72,47705.65,21994.35,0.0,37830.28,0.0,LOW,0,0
ACC-2030060,"Macapagal, Fatima",3,TUBOD,YAMAHA,MIO FAZZIO,Retro Scooter,90900.0,18500.0,72400.0,1,12,1.26,91224.0,7602.0,2,10,0.167,32800.0,0.232,Micro-Business / Sari-Sari / Eatery Owner,Rented House / Apartment,3.8,Married,2,GCash / Maya,PRIME_CONSISTENT,0,0,1,0,0,0.97,0.848,active,14747.88,0.0,14747.88,11704.67,60695.33,0.0,76476.12,0.0,LOW,0,0
ACC-2030061,"Aquino, Reynaldo",3,TUBOD,HONDA,TMX125 ALPHA,Backbone/Utility,59400.0,9400.0,50000.0,2,24,1.48,74000.0,3083.33,4,20,0.167,71000.0,0.043,OFW Remittance / Seafarer Family,Owned (Clean Land Title),4.0,Married,2,GCash / Maya,PRIME_CONSISTENT,0,0,4,0,0,1.0,0.983,active,12333.32,0.0,12333.32,8333.32,41666.68,0.0,52500.02,9166.67,LOW,0,0
ACC-2030062,"Mercado, Alexander",2,KAPATAGAN,YAMAHA,SNIPER 155,Sport Underbone,126900.0,19600.0,107300.0,2,24,1.48,158804.0,6616.83,18,6,0.75,23900.0,0.277,Tricycle / Habal-Habal / Courier Driver,Rented House / Apartment,1.3,Married,1,Cash at Counter,CHRONIC_OVERDUE,0,0,0,2,1,0.88,0.486,delinquent,104810.59,400.0,104410.59,70547.7,36752.3,6816.83,54393.4,0.0,LOW,1,0
ACC-2030063,"Ramos, Arnel",3,TUBOD,KAWASAK,P24KK,Backbone/Tricycle,65000.0,8900.0,56100.0,3,36,1.72,96492.0,2680.33,35,1,0.972,22900.0,0.117,Retail Store / Security / Service Crew,Living with Parents / Family Compound,18.0,Single,0,GCash / Maya,PRIME_CONSISTENT,0,0,2,1,0,1.0,0.913,active,93811.55,200.0,93611.55,54425.32,1674.68,0.0,2880.45,0.0,LOW,0,0
ACC-2030064,"Garcia, Noel",2,KAPATAGAN,KAWASAKI,P24KK (BARAKO II),Backbone/Tricycle,70000.0,13400.0,56600.0,2,24,1.48,83768.0,3490.33,6,18,0.25,53200.0,0.066,BPO / Tech / Remote Specialist,Owned (Clean Land Title),7.0,Married,0,Cash at Counter,ADVANCE_PREPAYER,0,0,8,0,0,1.5,1.0,active,31412.97,0.0,31412.97,21224.98,35375.02,0.0,44572.53,7782.5,LOW,0,0
ACC-2030065,"Retiza, Bryan",3,TUBOD,SUZUKI,SMASH 115,Underbone,59400.0,6900.0,52500.0,2,24,1.48,77700.0,3237.5,11,13,0.458,75400.0,0.043,BPO / Tech / Remote Specialist,Rented House / Apartment,6.7,Single,1,Cash at Counter,PRIME_CONSISTENT,0,0,11,0,0,1.0,0.951,active,35612.5,0.0,35612.5,24062.5,28437.5,0.0,35831.25,6256.25,HIGH,0,1
ACC-2030066,"Aquino, Gemma",3,TUBOD,SUZUKI,BURGMAN STREET 125,Maxi-Scooter,86400.0,12900.0,73500.0,1,12,1.26,92610.0,7717.5,1,11,0.083,37000.0,0.209,BPO / Tech / Remote Specialist,Owned (Clean Land Title),5.2,Married,0,Cash at Counter,PRIME_CONSISTENT,2,1,1,1,0,0.96,0.92,active,7408.8,200.0,7208.8,5721.27,67778.73,0.0,85401.2,0.0,LOW,0,0
ACC-2030067,"Santos, Kenneth",2,KAPATAGAN,YAMAHA,SNIPER 155,Sport Underbone,123900.0,24900.0,99000.0,2,24,1.48,146520.0,6105.0,24,0,1.0,33600.0,0.182,Tricycle / Habal-Habal / Courier Driver,Owned (Clean Land Title),2.4,Single,1,GCash / Maya,PRIME_CONSISTENT,0,0,20,0,0,1.0,0.953,active,146520.0,0.0,146520.0,99000.0,0.0,0.0,0.0,0.0,HIGH,0,1
ACC-2030068,"Aquino, Cristina",3,TUBOD,SUZUKI,SMASH 115,Underbone,60900.0,6200.0,54700.0,2,24,1.48,80956.0,3373.17,1,23,0.042,21100.0,0.16,Agriculture / Rice / Coconut Farmer,Living with Parents / Family Compound,9.5,Married,1,GCash / Maya,PRIME_CONSISTENT,1,0,2,0,0,0.97,0.906,active,3271.97,0.0,3271.97,2210.79,52489.21,0.0,66136.4,11547.63,LOW,0,0
ACC-2030069,"Castillo, Gemma",1,LALA,YAMAHA,NMAX 155,Maxi-Scooter,151900.0,40800.0,111100.0,2,24,1.48,164428.0,6851.17,2,22,0.083,19400.0,0.353,Skilled Tradesman / Welder / Carpenter,Owned (Clean Land Title),11.5,Married,2,Cash at Counter,PRIME_CONSISTENT,0,0,2,0,0,0.99,0.859,active,13565.32,0.0,13565.32,9165.76,101934.24,0.0,128437.14,22425.54,LOW,0,0
ACC-2030070,"Bautista, Joy",2,KAPATAGAN,HONDA,ADV160,Adventure Scooter,166900.0,29500.0,137400.0,2,24,1.48,203352.0,8473.0,22,2,0.917,70700.0,0.12,BPO / Tech / Remote Specialist,Owned (Clean Land Title),1.1,Married,1,Cash at Counter,ADVANCE_PREPAYER,0,0,17,0,0,1.0454545454545454,1.0,active,194879.0,0.0,194879.0,131675.0,5725.0,0.0,8473.0,0.0,HIGH,0,1
ACC-2030071,"Santos, Mark",1,LALA,KAWASAKI,P24KK (BARAKO II),Backbone/Tricycle,65500.0,9300.0,56200.0,3,36,1.72,96664.0,2685.11,25,11,0.694,56800.0,0.047,Private Corporate / Bank / Office Staff,Living with Parents / Family Compound,2.0,Married,3,Cash at Counter,PRIME_CONSISTENT,2,0,1,0,0,0.97,0.9,active,65113.92,0.0,65113.92,37856.93,18343.07,0.0,31550.08,0.0,LOW,0,0
ACC-2030072,"Mendoza, Angelica",3,TUBOD,HONDA,ADV160,Adventure Scooter,165400.0,40600.0,124800.0,2,24,1.48,184704.0,7696.0,10,14,0.417,42300.0,0.182,BPO / Tech / Remote Specialist,Owned (Clean Land Title),2.3,Single,1,Bank Transfer,ADVANCE_PREPAYER,0,0,12,0,0,1.4,1.0,active,107744.0,0.0,107744.0,72800.0,52000.0,0.0,65520.0,11440.0,HIGH,0,1
ACC-2030073,"Espino, Dante",1,LALA,YAMAHA,NMAX 155,Maxi-Scooter,153400.0,16000.0,137400.0,3,36,1.72,236328.0,6564.67,14,22,0.389,28500.0,0.23,Micro-Business / Sari-Sari / Eatery Owner,Owned (Clean Land Title),6.2,Married,1,GCash / Maya,PRIME_CONSISTENT,0,0,9,0,0,1.0,0.953,active,91905.38,0.0,91905.38,53433.36,83966.64,0.0,124270.63,20151.99,LOW,0,0
ACC-2030074,"Magno, Danilo",1,LALA,HONDA,BEAT PREMIUM,Scooter,72400.0,17300.0,55100.0,2,24,1.48,81548.0,3397.83,7,17,0.292,55400.0,0.061,BPO / Tech / Remote Specialist,Owned (Clean Land Title),2.4,Single,5,Cash at Counter,PRIME_CONSISTENT,1,0,4,1,0,0.99,0.833,active,23546.96,200.0,23346.96,15774.97,39325.03,0.0,49549.54,8651.5,LOW,0,0
ACC-2030075,"Alcantara, Shirley",2,KAPATAGAN,HONDA,PCX160,Maxi-Scooter,133500.0,33300.0,100200.0,1,12,1.26,126252.0,10521.0,9,3,0.75,44500.0,0.236,Government / Public Teacher / Uniformed,Owned (Clean Land Title),11.5,Married,2,GCash / Maya,PRIME_CONSISTENT,3,0,2,0,0,0.96,0.895,active,90901.44,0.0,90901.44,72144.0,28056.0,0.0,35350.56,0.0,LOW,0,0
ACC-2030076,"Fernandez, Rolando",1,LALA,HONDA,BEAT PREMIUM,Scooter,72400.0,16100.0,56300.0,2,24,1.48,83324.0,3471.83,1,23,0.042,35100.0,0.099,Tricycle / Habal-Habal / Courier Driver,Owned (Clean Land Title),5.4,Married,1,GCash / Maya,PRIME_CONSISTENT,1,0,1,0,0,0.99,0.919,active,3437.11,0.0,3437.11,2322.37,53977.63,0.0,68011.81,11875.08,LOW,0,0
ACC-2030077,"Mendoza, Reynaldo",3,TUBOD,HONDA,TMX125 ALPHA,Backbone/Utility,54900.0,5700.0,49200.0,3,36,1.72,84624.0,2350.67,19,17,0.528,73700.0,0.032,BPO / Tech / Remote Specialist,Owned (Clean Land Title),25.0,Single,1,GCash / Maya,ADVANCE_PREPAYER,1,0,18,0,0,1.1052631578947367,1.0,active,49364.07,0.0,49364.07,28700.04,20499.96,0.0,30339.94,4919.99,LOW,0,0
ACC-2030078,"Alcantara, Jerome",3,TUBOD,KAWASAKI,ROUSER NS125,Sport Backbone,80500.0,10400.0,70100.0,3,36,1.72,120572.0,3349.22,24,12,0.667,41800.0,0.08,Private Corporate / Bank / Office Staff,Living with Parents / Family Compound,4.4,Single,2,GCash / Maya,PRIME_CONSISTENT,0,0,19,0,0,1.0,0.978,active,80381.28,0.0,80381.28,46733.3,23366.7,0.0,40190.72,0.0,HIGH,0,1
ACC-2030079,"Fernandez, Rommel",1,LALA,SUZUKI,BURGMAN STREET 125,Maxi-Scooter,83400.0,19600.0,63800.0,2,24,1.48,94424.0,3934.33,12,12,0.5,57600.0,0.068,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),6.4,Married,3,Cash at Counter,PRIME_CONSISTENT,0,0,12,0,0,1.0,0.972,active,47211.96,0.0,47211.96,31899.97,31900.03,0.0,47212.04,0.0,HIGH,0,1
ACC-2030080,"Fernandez, Jose",1,LALA,YAMAHA,AEROX 155,Sport Scooter,128400.0,35200.0,93200.0,1,12,1.26,117432.0,9786.0,2,10,0.167,56100.0,0.174,Government / Public Teacher / Uniformed,Living with Parents / Family Compound,4.2,Single,3,Field Agent Collector,PRIME_CONSISTENT,0,0,2,0,0,1.0,0.962,active,19572.0,0.0,19572.0,15533.33,77666.67,0.0,97860.0,0.0,LOW,0,0
ACC-2030081,"Aquino, Dante",3,TUBOD,YAMAHA,MIO FAZZIO,Retro Scooter,95400.0,13600.0,81800.0,1,12,1.26,103068.0,8589.0,1,11,0.083,23400.0,0.367,Skilled Tradesman / Welder / Carpenter,Living with Parents / Family Compound,6.3,Married,0,GCash / Maya,PRIME_CONSISTENT,0,0,3,0,0,1.0,0.855,active,8589.0,0.0,8589.0,6816.67,74983.33,0.0,94479.0,0.0,LOW,0,0
ACC-2030082,"Bautista, Reynaldo",1,LALA,SUZUKI,RAIDER 150 FI,Underbone,122900.0,12900.0,110000.0,2,24,1.48,162800.0,6783.33,14,10,0.583,51200.0,0.132,OFW Remittance / Seafarer Family,Living with Parents / Family Compound,5.3,Single,4,Cash at Counter,PRIME_CONSISTENT,0,0,6,0,0,1.0,0.989,active,94966.62,0.0,94966.62,64166.64,45833.36,0.0,67833.37,0.0,LOW,0,0
ACC-2030083,"De Leon, Ramil",2,KAPATAGAN,YAMAHA,MIO FAZZIO,Retro Scooter,92400.0,13300.0,79100.0,3,36,1.72,136052.0,3779.22,32,4,0.889,53100.0,0.071,Micro-Business / Sari-Sari / Eatery Owner,Owned (Clean Land Title),3.5,Married,5,GCash / Maya,PRIME_CONSISTENT,1,0,5,1,0,0.98,0.925,active,118516.34,200.0,118316.34,68788.57,10311.43,0.0,17735.66,0.0,LOW,0,0
ACC-2030084,"Perez, Fatima",1,LALA,HONDA,BEAT PREMIUM,Scooter,75400.0,19700.0,55700.0,2,24,1.48,82436.0,3434.83,8,16,0.333,60000.0,0.057,Micro-Business / Sari-Sari / Eatery Owner,Owned (Clean Land Title),3.7,Married,2,GCash / Maya,PRIME_CONSISTENT,0,0,8,0,0,1.0,0.972,active,27478.64,0.0,27478.64,18566.65,37133.35,0.0,46788.02,8169.34,LOW,0,0
